"Type","SKU","Name","Published","Is featured?","Visibility in catalog","Short description","Description","Regular price","Categories","Tags","Images"
"simple","MEDIVISTA-NEURAMIS-VOLUME-LIDOCAINE","Neuramis Volume Lidocaine","0","0","visible","Professional aesthetic product prepared for MEDIVISTA Brand Shop review.","Add confirmed product description, price, stock, shipping, refund, and regulatory copy before publishing.","","Dermal Fillers","professional aesthetic care, MEDIVISTA Brand Shop","https://shop.medivista.co.kr/wp-content/themes/wp-theme-shop/assets/images/products/neuramis-volume-lidocaine.webp"
"simple","MEDIVISTA-OLIDIA","Olidia","0","0","visible","Professional aesthetic product prepared for MEDIVISTA Brand Shop review.","Add confirmed product description, price, stock, shipping, refund, and regulatory copy before publishing.","","Biostimulators","professional aesthetic care, MEDIVISTA Brand Shop","https://shop.medivista.co.kr/wp-content/themes/wp-theme-shop/assets/images/products/olidia.webp"
"simple","MEDIVISTA-PINK-DROP","PINK DROP","0","0","visible","Professional aesthetic product prepared for MEDIVISTA Brand Shop review.","Add confirmed product description, price, stock, shipping, refund, and regulatory copy before publishing.","","Others","professional aesthetic care, MEDIVISTA Brand Shop","https://shop.medivista.co.kr/wp-content/themes/wp-theme-shop/assets/images/products/pink-drop.webp"
"simple","MEDIVISTA-PURE-BOTTLE","Pure Bottle","0","0","visible","Professional aesthetic product prepared for MEDIVISTA Brand Shop review.","Add confirmed product description, price, stock, shipping, refund, and regulatory copy before publishing.","","Others","professional aesthetic care, MEDIVISTA Brand Shop","https://shop.medivista.co.kr/wp-content/themes/wp-theme-shop/assets/images/products/pure-bottle.webp"
"simple","MEDIVISTA-RADIESSE","Radiesse","0","0","visible","Professional aesthetic product prepared for MEDIVISTA Brand Shop review.","Add confirmed product description, price, stock, shipping, refund, and regulatory copy before publishing.","","Dermal Fillers","professional aesthetic care, MEDIVISTA Brand Shop","https://shop.medivista.co.kr/wp-content/themes/wp-theme-shop/assets/images/products/radiesse.webp"
"simple","MEDIVISTA-REGENOVUE-DEEP-PLUS","REGENOVUE Deep Plus","0","0","visible","Professional aesthetic product prepared for MEDIVISTA Brand Shop review.","Add confirmed product description, price, stock, shipping, refund, and regulatory copy before publishing.","","Dermal Fillers","professional aesthetic care, MEDIVISTA Brand Shop","https://shop.medivista.co.kr/wp-content/themes/wp-theme-shop/assets/images/products/regenovue-deep-plus.webp"
"simple","MEDIVISTA-REGENOVUE-FINE-PLUS","REGENOVUE Fine Plus","0","0","visible","Professional aesthetic product prepared for MEDIVISTA Brand Shop review.","Add confirmed product description, price, stock, shipping, refund, and regulatory copy before publishing.","","Dermal Fillers","professional aesthetic care, MEDIVISTA Brand Shop","https://shop.medivista.co.kr/wp-content/themes/wp-theme-shop/assets/images/products/regenovue-fine-plus.webp"
"simple","MEDIVISTA-REGENOVUE-SUB-Q-PLUS","REGENOVUE Sub-Q Plus","0","0","visible","Professional aesthetic product prepared for MEDIVISTA Brand Shop review.","Add confirmed product description, price, stock, shipping, refund, and regulatory copy before publishing.","","Dermal Fillers","professional aesthetic care, MEDIVISTA Brand Shop","https://shop.medivista.co.kr/wp-content/themes/wp-theme-shop/assets/images/products/regenovue-sub-q-plus.webp"
"simple","MEDIVISTA-REJURAN-HB-PLUS","Rejuran HB Plus","0","0","visible","Professional aesthetic product prepared for MEDIVISTA Brand Shop review.","Add confirmed product description, price, stock, shipping, refund, and regulatory copy before publishing.","","Skin Boosters","professional aesthetic care, MEDIVISTA Brand Shop","https://shop.medivista.co.kr/wp-content/themes/wp-theme-shop/assets/images/products/rejuran-hb-plus.webp"
"simple","MEDIVISTA-REJURAN-HEALER","Rejuran Healer","0","1","visible","Professional aesthetic product prepared for MEDIVISTA Brand Shop review.","Add confirmed product description, price, stock, shipping, refund, and regulatory copy before publishing.","","Skin Boosters","professional aesthetic care, MEDIVISTA Brand Shop","https://shop.medivista.co.kr/wp-content/themes/wp-theme-shop/assets/images/products/rejuran-healer.webp"
"simple","MEDIVISTA-REJURAN-I","Rejuran i","0","0","visible","Professional aesthetic product prepared for MEDIVISTA Brand Shop review.","Add confirmed product description, price, stock, shipping, refund, and regulatory copy before publishing.","","Skin Boosters","professional aesthetic care, MEDIVISTA Brand Shop","https://shop.medivista.co.kr/wp-content/themes/wp-theme-shop/assets/images/products/rejuran-i.webp"
"simple","MEDIVISTA-REJURAN-S","Rejuran S","0","0","visible","Professional aesthetic product prepared for MEDIVISTA Brand Shop review.","Add confirmed product description, price, stock, shipping, refund, and regulatory copy before publishing.","","Skin Boosters","professional aesthetic care, MEDIVISTA Brand Shop","https://shop.medivista.co.kr/wp-content/themes/wp-theme-shop/assets/images/products/rejuran-s.webp"
"simple","MEDIVISTA-REJURAN-TONE-UP-BOOSTER","Rejuran Tone-up Booster","0","0","visible","Professional aesthetic product prepared for MEDIVISTA Brand Shop review.","Add confirmed product description, price, stock, shipping, refund, and regulatory copy before publishing.","","Skin Boosters","professional aesthetic care, MEDIVISTA Brand Shop","https://shop.medivista.co.kr/wp-content/themes/wp-theme-shop/assets/images/products/rejuran-tone-up-booster.webp"
"simple","MEDIVISTA-REJUVENEX-HYDRO-ESSENCE","Rejuvenex Hydro Essence","0","0","visible","Professional aesthetic product prepared for MEDIVISTA Brand Shop review.","Add confirmed product description, price, stock, shipping, refund, and regulatory copy before publishing.","","Skin Boosters","professional aesthetic care, MEDIVISTA Brand Shop","https://shop.medivista.co.kr/wp-content/themes/wp-theme-shop/assets/images/products/rejuvenex-hydro-essence.webp"
"simple","MEDIVISTA-RESTYLAN-DEFYNE","Restylan Defyne","0","0","visible","Professional aesthetic product prepared for MEDIVISTA Brand Shop review.","Add confirmed product description, price, stock, shipping, refund, and regulatory copy before publishing.","","Dermal Fillers","professional aesthetic care, MEDIVISTA Brand Shop","https://shop.medivista.co.kr/wp-content/themes/wp-theme-shop/assets/images/products/restylan-defyne.webp"
"simple","MEDIVISTA-RESTYLAN-KYSEE","Restylan Kysee","0","0","visible","Professional aesthetic product prepared for MEDIVISTA Brand Shop review.","Add confirmed product description, price, stock, shipping, refund, and regulatory copy before publishing.","","Dermal Fillers","professional aesthetic care, MEDIVISTA Brand Shop","https://shop.medivista.co.kr/wp-content/themes/wp-theme-shop/assets/images/products/restylan-kysee.webp"
"simple","MEDIVISTA-RESTYLAN-LIDOCAINE","Restylan Lidocaine","0","0","visible","Professional aesthetic product prepared for MEDIVISTA Brand Shop review.","Add confirmed product description, price, stock, shipping, refund, and regulatory copy before publishing.","","Dermal Fillers","professional aesthetic care, MEDIVISTA Brand Shop","https://shop.medivista.co.kr/wp-content/themes/wp-theme-shop/assets/images/products/restylan-lidocaine.webp"
"simple","MEDIVISTA-RESTYLAN-LYFT-LIDOCAINE","Restylan Lyft Lidocaine","0","0","visible","Professional aesthetic product prepared for MEDIVISTA Brand Shop review.","Add confirmed product description, price, stock, shipping, refund, and regulatory copy before publishing.","","Dermal Fillers","professional aesthetic care, MEDIVISTA Brand Shop","https://shop.medivista.co.kr/wp-content/themes/wp-theme-shop/assets/images/products/restylan-lyft-lidocaine.webp"
"simple","MEDIVISTA-RESTYLAN-REFYNE","Restylan Refyne","0","0","visible","Professional aesthetic product prepared for MEDIVISTA Brand Shop review.","Add confirmed product description, price, stock, shipping, refund, and regulatory copy before publishing.","","Dermal Fillers","professional aesthetic care, MEDIVISTA Brand Shop","https://shop.medivista.co.kr/wp-content/themes/wp-theme-shop/assets/images/products/restylan-refyne.webp"
"simple","MEDIVISTA-RESTYLAN-VOLYME","Restylan Volyme","0","0","visible","Professional aesthetic product prepared for MEDIVISTA Brand Shop review.","Add confirmed product description, price, stock, shipping, refund, and regulatory copy before publishing.","","Dermal Fillers","professional aesthetic care, MEDIVISTA Brand Shop","https://shop.medivista.co.kr/wp-content/themes/wp-theme-shop/assets/images/products/restylan-volyme.webp"
"simple","MEDIVISTA-RESTYLANE-VITAL","Restylane Vital","0","0","visible","Professional aesthetic product prepared for MEDIVISTA Brand Shop review.","Add confirmed product description, price, stock, shipping, refund, and regulatory copy before publishing.","","Dermal Fillers","professional aesthetic care, MEDIVISTA Brand Shop","https://shop.medivista.co.kr/wp-content/themes/wp-theme-shop/assets/images/products/restylane-vital.webp"
"simple","MEDIVISTA-RESTYLANE-VITAL-LIGHT","Restylane Vital Light","0","0","visible","Professional aesthetic product prepared for MEDIVISTA Brand Shop review.","Add confirmed product description, price, stock, shipping, refund, and regulatory copy before publishing.","","Dermal Fillers","professional aesthetic care, MEDIVISTA Brand Shop","https://shop.medivista.co.kr/wp-content/themes/wp-theme-shop/assets/images/products/restylane-vital-light.webp"
"simple","MEDIVISTA-REVOLAX-DEEP","Revolax Deep","0","0","visible","Professional aesthetic product prepared for MEDIVISTA Brand Shop review.","Add confirmed product description, price, stock, shipping, refund, and regulatory copy before publishing.","","Dermal Fillers","professional aesthetic care, MEDIVISTA Brand Shop","https://shop.medivista.co.kr/wp-content/themes/wp-theme-shop/assets/images/products/revolax-deep.webp"
"simple","MEDIVISTA-REVOLAX-FINE","Revolax Fine","0","0","visible","Professional aesthetic product prepared for MEDIVISTA Brand Shop review.","Add confirmed product description, price, stock, shipping, refund, and regulatory copy before publishing.","","Dermal Fillers","professional aesthetic care, MEDIVISTA Brand Shop","https://shop.medivista.co.kr/wp-content/themes/wp-theme-shop/assets/images/products/revolax-fine.webp"
"simple","MEDIVISTA-REVOLAX-SUB-Q","Revolax Sub-Q","0","0","visible","Professional aesthetic product prepared for MEDIVISTA Brand Shop review.","Add confirmed product description, price, stock, shipping, refund, and regulatory copy before publishing.","","Dermal Fillers","professional aesthetic care, MEDIVISTA Brand Shop","https://shop.medivista.co.kr/wp-content/themes/wp-theme-shop/assets/images/products/revolax-sub-q.webp"
"simple","MEDIVISTA-REVS-PRO-32","REVS PRO 32","0","0","visible","Professional aesthetic product prepared for MEDIVISTA Brand Shop review.","Add confirmed product description, price, stock, shipping, refund, and regulatory copy before publishing.","","Skin Boosters","professional aesthetic care, MEDIVISTA Brand Shop","https://shop.medivista.co.kr/wp-content/themes/wp-theme-shop/assets/images/products/revs-pro-32.webp"
"simple","MEDIVISTA-SCULPTRA","Sculptra","0","0","visible","Professional aesthetic product prepared for MEDIVISTA Brand Shop review.","Add confirmed product description, price, stock, shipping, refund, and regulatory copy before publishing.","","Biostimulators","professional aesthetic care, MEDIVISTA Brand Shop","https://shop.medivista.co.kr/wp-content/themes/wp-theme-shop/assets/images/products/sculptra.webp"
"simple","MEDIVISTA-SKINVIVE","SKINVIVE","0","0","visible","Professional aesthetic product prepared for MEDIVISTA Brand Shop review.","Add confirmed product description, price, stock, shipping, refund, and regulatory copy before publishing.","","Dermal Fillers","professional aesthetic care, MEDIVISTA Brand Shop","https://shop.medivista.co.kr/wp-content/themes/wp-theme-shop/assets/images/products/skinvive.webp"
"simple","MEDIVISTA-THE-CHAEUM-PREMIUM-NO-1","The Chaeum Premium No.1","0","0","visible","Professional aesthetic product prepared for MEDIVISTA Brand Shop review.","Add confirmed product description, price, stock, shipping, refund, and regulatory copy before publishing.","","Dermal Fillers","professional aesthetic care, MEDIVISTA Brand Shop","https://shop.medivista.co.kr/wp-content/themes/wp-theme-shop/assets/images/products/the-chaeum-premium-no-1.webp"
"simple","MEDIVISTA-THE-CHAEUM-PREMIUM-NO-2","The Chaeum Premium No.2","0","0","visible","Professional aesthetic product prepared for MEDIVISTA Brand Shop review.","Add confirmed product description, price, stock, shipping, refund, and regulatory copy before publishing.","","Dermal Fillers","professional aesthetic care, MEDIVISTA Brand Shop","https://shop.medivista.co.kr/wp-content/themes/wp-theme-shop/assets/images/products/the-chaeum-premium-no-2.webp"
"simple","MEDIVISTA-THE-CHAEUM-PREMIUM-NO-3","The Chaeum Premium No.3","0","1","visible","Professional aesthetic product prepared for MEDIVISTA Brand Shop review.","Add confirmed product description, price, stock, shipping, refund, and regulatory copy before publishing.","","Dermal Fillers","professional aesthetic care, MEDIVISTA Brand Shop","https://shop.medivista.co.kr/wp-content/themes/wp-theme-shop/assets/images/products/the-chaeum-premium-no-3.webp"
"simple","MEDIVISTA-THE-CHAEUM-PREMIUM-NO-4","The Chaeum Premium No.4","0","0","visible","Professional aesthetic product prepared for MEDIVISTA Brand Shop review.","Add confirmed product description, price, stock, shipping, refund, and regulatory copy before publishing.","","Dermal Fillers","professional aesthetic care, MEDIVISTA Brand Shop","https://shop.medivista.co.kr/wp-content/themes/wp-theme-shop/assets/images/products/the-chaeum-premium-no-4.webp"
"simple","MEDIVISTA-TOXPIA-100UNITS","Toxpia 100Units","0","0","visible","Professional aesthetic product prepared for MEDIVISTA Brand Shop review.","Add confirmed product description, price, stock, shipping, refund, and regulatory copy before publishing.","","Botulinum Toxins","professional aesthetic care, MEDIVISTA Brand Shop","https://shop.medivista.co.kr/wp-content/themes/wp-theme-shop/assets/images/products/toxpia-100units.webp"
"simple","MEDIVISTA-TOXPIA-200UNITS","Toxpia 200Units","0","0","visible","Professional aesthetic product prepared for MEDIVISTA Brand Shop review.","Add confirmed product description, price, stock, shipping, refund, and regulatory copy before publishing.","","Botulinum Toxins","professional aesthetic care, MEDIVISTA Brand Shop","https://shop.medivista.co.kr/wp-content/themes/wp-theme-shop/assets/images/products/toxpia-200units.webp"
"simple","MEDIVISTA-V-LINE-A-SOLUTION-BODY","V line A Solution Body","0","0","visible","Professional aesthetic product prepared for MEDIVISTA Brand Shop review.","Add confirmed product description, price, stock, shipping, refund, and regulatory copy before publishing.","","Lipolysis","professional aesthetic care, MEDIVISTA Brand Shop","https://shop.medivista.co.kr/wp-content/themes/wp-theme-shop/assets/images/products/v-line-a-solution-body.webp"
"simple","MEDIVISTA-V-LINE-A-SOLUTION-FACE","V line A Solution Face","0","0","visible","Professional aesthetic product prepared for MEDIVISTA Brand Shop review.","Add confirmed product description, price, stock, shipping, refund, and regulatory copy before publishing.","","Lipolysis","professional aesthetic care, MEDIVISTA Brand Shop","https://shop.medivista.co.kr/wp-content/themes/wp-theme-shop/assets/images/products/v-line-a-solution-face.webp"
"simple","MEDIVISTA-VITAMIN-C","Vitamin C","0","0","visible","Professional aesthetic product prepared for MEDIVISTA Brand Shop review.","Add confirmed product description, price, stock, shipping, refund, and regulatory copy before publishing.","","Vitamin Injections","professional aesthetic care, MEDIVISTA Brand Shop","https://shop.medivista.co.kr/wp-content/themes/wp-theme-shop/assets/images/products/vitamin-c.webp"
"simple","MEDIVISTA-VITAMO","Vitamo","0","0","visible","Professional aesthetic product prepared for MEDIVISTA Brand Shop review.","Add confirmed product description, price, stock, shipping, refund, and regulatory copy before publishing.","","Vitamin Injections","professional aesthetic care, MEDIVISTA Brand Shop","https://shop.medivista.co.kr/wp-content/themes/wp-theme-shop/assets/images/products/vitamo.webp"
"simple","MEDIVISTA-VOM-INTENSIVE","VOM Intensive","0","0","visible","Professional aesthetic product prepared for MEDIVISTA Brand Shop review.","Add confirmed product description, price, stock, shipping, refund, and regulatory copy before publishing.","","Dermal Fillers","professional aesthetic care, MEDIVISTA Brand Shop","https://shop.medivista.co.kr/wp-content/themes/wp-theme-shop/assets/images/products/vom-intensive.webp"
"simple","MEDIVISTA-VOM-LIGHT","VOM Light","0","0","visible","Professional aesthetic product prepared for MEDIVISTA Brand Shop review.","Add confirmed product description, price, stock, shipping, refund, and regulatory copy before publishing.","","Dermal Fillers","professional aesthetic care, MEDIVISTA Brand Shop","https://shop.medivista.co.kr/wp-content/themes/wp-theme-shop/assets/images/products/vom-light.webp"
"simple","MEDIVISTA-VOM-VOLUME","VOM Volume","0","0","visible","Professional aesthetic product prepared for MEDIVISTA Brand Shop review.","Add confirmed product description, price, stock, shipping, refund, and regulatory copy before publishing.","","Dermal Fillers","professional aesthetic care, MEDIVISTA Brand Shop","https://shop.medivista.co.kr/wp-content/themes/wp-theme-shop/assets/images/products/vom-volume.webp"
